user_id,conversion_type,value,time_to_convert
981,AddToCart,49.96,653
4209,Purchase,66.26,1415
4602,Signup,31.98,1407
7495,Purchase,5.01,1109
286,AddToCart,45.92,322
1956,Purchase,91.1,329
2168,AddToCart,38.97,1129
6740,Purchase,62.75,1211
6451,AddToCart,35.66,1362
1492,AddToCart,31.72,1301
2212,Signup,17.14,705
2375,AddToCart,44.96,651
7577,Purchase,50.36,1224
2605,AddToCart,69.88,691
6914,AddToCart,32.85,743
5024,AddToCart,48.95,358
7495,Signup,21.86,1255
764,Purchase,28.31,1224
4634,Purchase,79.93,782
7595,Signup,37.78,374
6657,Signup,23.11,714
2892,Purchase,37.28,297
1724,AddToCart,58.58,1362
9473,Purchase,14.11,1329
2707,Signup,99.51,63
5582,AddToCart,39.71,1364
3534,Signup,66.23,1398
7901,Purchase,56.78,1187
8604,Purchase,36.77,1430
7647,AddToCart,53.57,407
2346,Signup,68.38,487
7276,AddToCart,89.74,1096
4756,Purchase,64.34,523
6282,AddToCart,51.85,1134
8437,Purchase,94.88,559
2586,Purchase,85.78,758
3495,Signup,30.08,664
9578,Purchase,14.08,1013
8561,AddToCart,81.2,1254
6767,AddToCart,44.33,966
3139,AddToCart,97.28,1367
4530,Signup,96.73,1127
1499,Purchase,7.42,890
3567,Signup,19.02,678
1698,AddToCart,61.51,1166
8698,Signup,85.61,932
6799,AddToCart,38.69,907
5333,AddToCart,19.56,719
203,Purchase,25.41,1375
3643,AddToCart,61.3,673
688,Signup,86.68,945
4160,AddToCart,14.2,135
6680,Signup,41.35,1020
7032,Purchase,33.84,221
2068,Signup,29.64,1265
9049,Purchase,76.78,953
2396,Purchase,91.71,583
2435,Signup,84.04,338
3625,Signup,19.9,913
1758,Signup,81.02,1160
6411,Purchase,93.19,781
2752,Purchase,56.64,1245
6136,AddToCart,11.92,1102
4623,Purchase,80.82,811
6859,Purchase,37.68,1091
8404,AddToCart,15.92,1213
2095,Signup,17.58,928
3393,Purchase,95.93,996
6039,Signup,37.79,134
6468,Purchase,32.92,1428
2559,Signup,86.99,856
6812,Purchase,37.69,448
7031,AddToCart,89.08,1293
9403,Signup,13.65,1116
6019,AddToCart,65.96,295
4816,Purchase,96.57,963
596,AddToCart,57.88,157
2984,Purchase,55.7,868
1401,Purchase,36.65,1258
5502,Signup,82.34,759
394,Purchase,40.26,1301
7730,AddToCart,60.69,328
9528,AddToCart,82.87,593
5711,Signup,21.26,1331
6831,Signup,87.7,16
1033,Purchase,66.91,1060
421,Purchase,15.67,628
6328,Purchase,38.4,763
3538,Signup,72.87,930
5202,Signup,22.2,334
7109,Purchase,40.26,807
2946,Purchase,40.17,776
4791,AddToCart,75.89,1048
6336,Purchase,34.53,729
5308,Signup,95.18,645
7061,Purchase,47.45,638
7040,Purchase,6.5,555
4203,Purchase,14.19,216
1444,Signup,75.03,1265
3803,AddToCart,30.55,1323
6696,Signup,96.47,1000
482,AddToCart,88.18,295
1146,Purchase,89.82,456
7704,AddToCart,92.46,639
3205,Signup,91.89,56
7460,Signup,44.96,474
8254,Signup,87.86,638
3877,Purchase,19.61,716
9869,AddToCart,44.66,1333
417,Purchase,8.85,532
7353,AddToCart,30.48,802
9419,Signup,88.49,1076
996,Purchase,73.63,57
2595,AddToCart,38.48,1060
9312,Purchase,35.46,1270
8612,Purchase,42.26,7
9725,Signup,67.92,660
4095,AddToCart,81.15,1089
3686,AddToCart,18.86,683
7986,Purchase,7.62,415
1283,Signup,52.58,328
8513,Purchase,25.73,935
5451,AddToCart,17.01,1014
6924,Signup,33.78,975
1437,AddToCart,32.54,946
7407,AddToCart,81.41,36
7882,AddToCart,23.89,58
3017,Signup,35.83,1169
1082,AddToCart,53.21,1425
2295,AddToCart,77.38,730
5198,AddToCart,23.38,529
1569,Purchase,45.5,461
8088,Purchase,52.98,1320
4915,Purchase,34.54,943
7660,Signup,46.61,1222
7545,AddToCart,5.94,954
3983,Signup,13.57,154
4709,Purchase,60.19,284
7432,Signup,78.32,1209
2825,Signup,37.87,200
6268,AddToCart,35.13,3
1137,Signup,78.85,584
9196,AddToCart,18.73,1278
7122,AddToCart,10.23,573
1039,AddToCart,26.17,410
6324,Purchase,40.76,634
5029,AddToCart,6.15,717
4904,Purchase,92.41,1426
5111,Signup,20.18,630
9493,AddToCart,40.77,652
4638,AddToCart,58.34,599
4973,AddToCart,65.08,532
2684,Purchase,22.75,1185
4897,Signup,94.05,1284
4386,Signup,70.29,11
8588,Purchase,8.64,1106
5678,Purchase,58.27,1233
4986,Signup,60.16,1030
2864,Signup,24.11,290
6795,Purchase,46.08,573
2179,Signup,55.67,415
7723,AddToCart,71.91,261
7703,Signup,74.77,1072
1264,AddToCart,16.24,1258
9041,Signup,64.5,1211
4152,AddToCart,99.21,736
749,AddToCart,93.43,1103
7261,AddToCart,19.33,599
3979,Signup,21.62,414
3503,Purchase,29.92,883
5205,Purchase,97.11,1437
4114,Signup,56.69,1240
8475,Signup,60.39,1233
1241,Signup,60.28,191
9508,Signup,79.87,82
746,AddToCart,52.25,510
8077,AddToCart,34.05,238
7013,Signup,54.05,892
6903,Signup,83.99,1048
6563,Purchase,51.71,502
9512,Purchase,65.42,1165
1387,Signup,97.44,528
1101,Signup,69.03,104
6334,Purchase,70.73,1186
1170,Signup,35.49,482
1266,Purchase,36.45,1353
4994,Purchase,88.92,893
2998,Signup,8.89,772
4199,Signup,54.95,1000
8819,Signup,99.76,1310
1922,Purchase,88.57,1145
8877,Purchase,72.39,1089
4130,AddToCart,70.13,1347
2136,Signup,52.57,679
1397,Signup,93.45,363
1340,Purchase,57.84,1361
8415,Signup,56.02,22
3278,AddToCart,83.18,681
4448,Signup,40.91,850
214,AddToCart,47.71,609
3139,Signup,42.56,778
2225,AddToCart,24.06,122
6729,AddToCart,72.13,503
9918,Signup,80.97,357
4995,Purchase,28.76,1095
5001,AddToCart,95.3,1032
267,Signup,52.58,1279
7137,Signup,54.24,411
3184,AddToCart,11.08,196
3461,AddToCart,17.67,1233
5855,Purchase,69.46,1033
5975,AddToCart,38.93,843
2129,AddToCart,81.14,93
8778,AddToCart,50.95,584
9421,AddToCart,44.99,1152
9312,Purchase,38.24,1050
1394,Purchase,57.97,1439
2394,Purchase,83.35,1222
5629,Signup,28.42,40
303,AddToCart,61.73,300
4081,AddToCart,95.37,955
1115,Signup,15.93,217
7876,Purchase,27.24,1204
2525,Signup,69.51,980
8241,AddToCart,64.57,695
9481,Signup,22.97,550
1232,AddToCart,24.46,1149
9392,AddToCart,51.37,173
5926,Signup,85.58,436
6053,Signup,64.85,199
9149,Purchase,60.12,1260
5905,Purchase,82.27,1126
9696,AddToCart,33.9,390
6637,Purchase,78.88,1145
7480,AddToCart,56.33,16
1436,Purchase,62.12,245
8696,Signup,40.13,859
7780,Purchase,93.36,1227
9666,Purchase,77.24,939
1057,Purchase,39.03,1144
9644,Signup,26.85,865
1644,AddToCart,47.27,312
8059,AddToCart,49.28,798
4743,AddToCart,98.25,1282
1071,Purchase,80.29,344
5477,Purchase,91.21,379
2854,Signup,71.36,1289
766,AddToCart,21.77,1210
4775,Purchase,90.37,926
3433,Signup,97.2,417
1443,Signup,92.04,640
4462,Signup,11.52,193
5254,Signup,20.4,689
1062,AddToCart,74.53,470
1524,AddToCart,56.94,950
9585,Purchase,45.45,432
3444,AddToCart,73.86,1264
8946,Signup,22.49,51
2222,Purchase,79.16,40
1549,Signup,54.35,1059
3733,Signup,23.86,962
3581,Signup,31.51,1365
6305,Signup,72.44,528
9088,AddToCart,42.54,942
1461,Purchase,79.47,1205
8743,AddToCart,47.85,453
7315,Signup,55.11,481
22,Purchase,72.19,847
1317,Signup,45.42,379
4355,Purchase,78.92,1428
5919,Signup,9.99,1257
1909,Signup,56.3,430
9955,AddToCart,92.12,406
9681,Purchase,82.18,1067
8949,Signup,69.78,1207
6329,Signup,17.05,300
1504,Purchase,47.82,263
6970,Purchase,38.35,1224
2692,AddToCart,48.62,629
774,Signup,42.3,423
586,AddToCart,51.93,492
7878,Signup,17.23,67
4317,Signup,56.99,447
5480,Purchase,65.52,859
7263,Purchase,34.06,56
8057,Signup,51.57,838
1108,Signup,80.09,593
5206,Purchase,28.63,976
5495,Signup,16.89,854
3128,Purchase,9.39,277
2419,AddToCart,77.35,334
9208,Signup,20.49,1409
6594,Purchase,76.17,1404
8776,Signup,71.15,201
7050,Signup,29.12,46
6480,Signup,41.81,337
7628,Purchase,41.6,482
8117,Purchase,20.52,513
9873,Purchase,69.45,928
4651,Signup,31.58,939
7742,Purchase,37.55,813
4770,AddToCart,26.23,361
8901,AddToCart,45.6,762
5013,Purchase,44.77,270
3678,AddToCart,96.73,522
8468,AddToCart,22.17,1087
3566,Purchase,91.74,814
4993,Purchase,33.03,233
3011,Purchase,32.33,491
5721,Purchase,65.05,458
7717,AddToCart,24.36,72
7350,Purchase,98.86,166
8536,Signup,73.97,1219
6493,Signup,42.76,756
9358,AddToCart,18.54,77
4974,Signup,18.51,952
5481,Signup,76.52,1041
3498,Signup,86.23,303
4201,Purchase,92.97,780
1971,AddToCart,43.22,1094
5288,Purchase,13.4,1075
6277,AddToCart,91.52,630
1152,Signup,98.3,797
3115,Signup,82.57,1421
8111,Purchase,6.65,173
9571,Signup,62.52,570
9412,Purchase,10.58,556
8144,Signup,13.21,1383
5260,Purchase,47.99,41
9276,AddToCart,30.82,166
930,Signup,23.39,946
6265,Signup,63.07,176
1654,AddToCart,91.54,429
8511,Purchase,99.0,850
5014,Purchase,53.27,242
6501,AddToCart,22.57,1161
4232,Signup,27.64,1232
8862,AddToCart,27.41,1106
1889,AddToCart,95.24,1086
4216,Signup,65.75,1246
9107,Purchase,96.06,137
391,AddToCart,94.75,308
1122,AddToCart,32.83,187
7395,AddToCart,78.92,1282
7919,Signup,48.51,519
890,Purchase,90.48,498
7755,Purchase,76.27,272
8443,Signup,6.53,240
7169,Signup,95.71,440
4747,AddToCart,83.2,1335
2621,AddToCart,14.7,1049
4077,Signup,84.06,830
4504,AddToCart,22.66,343
9319,AddToCart,59.61,19
9269,Signup,63.13,1172
9082,Signup,98.89,1221
9557,Purchase,52.35,115
1954,Signup,38.69,434
1620,Purchase,18.49,127
8552,Purchase,51.6,554
3920,AddToCart,62.76,575
3391,AddToCart,36.66,671
6742,Purchase,23.83,1378
4532,Signup,83.33,1357
2839,AddToCart,30.68,968
8226,AddToCart,31.78,514
9399,AddToCart,37.33,191
5450,AddToCart,42.06,518
5909,Signup,53.43,50
9776,AddToCart,21.51,1178
4721,Purchase,61.34,1209
5559,Signup,66.21,61
764,AddToCart,8.11,26
5150,Purchase,32.57,511
7042,AddToCart,40.46,197
3023,Signup,13.59,135
2014,Signup,5.21,1275
517,Purchase,39.51,1119
9319,Signup,83.8,683
8564,Signup,18.2,471
4286,Purchase,10.23,127
5407,Signup,99.58,732
5548,AddToCart,91.04,902
2816,Signup,38.37,1012
1330,AddToCart,64.83,1158
2726,AddToCart,60.1,286
9265,Signup,49.38,519
1568,Signup,37.49,1357
519,AddToCart,88.08,977
6639,Signup,43.21,932
2832,Signup,94.13,781
6190,AddToCart,71.1,1187
480,AddToCart,48.06,650
1175,Purchase,42.66,552
6275,AddToCart,26.57,1313
4403,Signup,70.34,582
4010,Purchase,47.72,169
2403,AddToCart,23.55,896
6189,Purchase,42.87,489
6622,Purchase,96.82,170
6770,AddToCart,39.51,847
718,Signup,8.78,109
1670,Purchase,68.93,492
8028,Purchase,96.84,668
9576,Signup,28.75,153
6642,Signup,40.79,1163
9860,Purchase,88.85,1409
9859,AddToCart,81.28,725
5139,AddToCart,68.56,702
3739,Signup,42.76,1305
8436,Signup,93.87,1169
1955,Purchase,67.84,807
2650,AddToCart,69.66,67
7322,AddToCart,82.57,579
4786,AddToCart,43.96,307
6588,AddToCart,66.66,1437
4813,Signup,99.32,1020
9717,Purchase,26.55,702
536,Purchase,78.52,1268
9829,Purchase,41.63,858
2036,AddToCart,53.03,105
385,AddToCart,57.68,1036
4268,Signup,49.86,770
7030,AddToCart,15.17,229
3203,AddToCart,12.78,1364
4419,AddToCart,23.44,1195
8166,Signup,85.12,1147
4698,Signup,40.67,1056
3362,Signup,63.88,625
1479,Purchase,59.55,1339
7486,AddToCart,90.75,1365
3618,Purchase,10.78,1417
4624,Purchase,72.7,1041
5212,Signup,63.79,397
9948,Signup,26.29,591
3031,Purchase,57.18,932
1890,Purchase,24.92,758
7443,Signup,78.9,33
5244,Signup,72.37,487
7504,AddToCart,75.32,1342
4082,Signup,68.08,511
5269,Signup,99.85,957
7031,AddToCart,72.77,152
3728,Signup,78.16,612
294,AddToCart,47.94,1408
6263,AddToCart,42.89,185
8163,AddToCart,46.55,363
377,Signup,38.65,816
6461,Signup,94.43,691
6857,AddToCart,9.01,1007
27,Signup,46.31,1308
8041,AddToCart,26.88,260
1780,Purchase,75.13,1330
3538,Purchase,30.19,583
4135,Signup,53.55,288
6655,AddToCart,80.74,735
1056,Purchase,6.95,515
761,Purchase,51.49,449
2587,Signup,45.65,18
6371,Signup,31.7,1353
1137,Purchase,9.3,694
1700,Purchase,49.68,727
1406,AddToCart,6.51,96
1032,Purchase,58.95,914
3514,Signup,65.53,1034
5501,Purchase,69.72,95
8931,Purchase,31.05,592
638,Signup,87.4,1217
9202,Signup,26.4,31
9281,Purchase,20.84,767
6248,AddToCart,17.23,441
4652,Purchase,5.11,453
8865,AddToCart,10.6,1088
4938,AddToCart,88.67,242
4558,AddToCart,81.5,1419
3744,AddToCart,12.54,594
4374,Purchase,66.14,44
4705,AddToCart,61.72,590
7578,AddToCart,47.61,951
5604,Signup,83.6,629
6794,AddToCart,22.88,1033
292,Signup,48.38,326
7393,AddToCart,83.09,632
6838,Signup,17.53,986
7822,Signup,99.2,369
7530,AddToCart,5.72,776
3753,AddToCart,77.43,179
1082,Signup,15.42,1328
1208,AddToCart,63.18,1392
7998,Purchase,46.02,817
8921,Signup,58.18,1430
964,Purchase,5.79,1048
966,Signup,21.26,1318
7143,AddToCart,16.69,826
3381,Signup,32.68,1312
9122,AddToCart,88.05,1037
7761,AddToCart,66.76,137
4139,AddToCart,12.29,565
918,Purchase,62.2,836
6896,Purchase,57.4,1022
5909,AddToCart,65.11,942
8735,Purchase,58.18,117
6224,AddToCart,11.39,922
9941,Purchase,63.08,190
9185,Signup,18.34,1191
3375,Signup,69.51,287
3538,AddToCart,7.31,1263
6049,Purchase,34.81,11
4455,Signup,16.3,1393
2521,Purchase,70.12,626
6426,AddToCart,17.61,918
6915,Purchase,8.08,290
6871,Signup,67.82,890
7120,AddToCart,99.81,1333
6125,Signup,97.46,435
6083,Signup,62.72,504
293,Signup,93.67,921
1591,Signup,69.77,444
9601,Signup,42.49,1369
9896,Purchase,63.72,909
9346,Purchase,67.83,401
1621,Signup,73.76,468
5429,Signup,30.95,394
541,Purchase,17.74,711
7158,Signup,22.01,574
3061,Purchase,62.79,823
4186,Purchase,81.51,914
2373,Purchase,62.31,473
4641,Signup,93.65,380
5403,Signup,20.1,1083
3845,AddToCart,36.35,325
3446,AddToCart,9.96,1170
5593,Signup,47.88,683
4821,Signup,19.96,327
6417,Purchase,90.86,585
9697,Signup,98.26,652
8673,Signup,22.28,1192
6848,Purchase,81.67,718
3590,Purchase,92.82,161
4197,AddToCart,74.77,1258
3909,AddToCart,66.13,1295
3243,Purchase,57.51,623
5529,AddToCart,29.62,297
2422,Signup,53.23,401
5118,Purchase,17.26,62
4974,Purchase,53.14,1175
9812,AddToCart,77.34,1220
243,Purchase,91.09,782
1361,Purchase,15.89,681
2872,AddToCart,46.5,181
8016,Signup,14.09,1035
4403,Purchase,37.68,1194
5567,Purchase,10.65,1055
2480,AddToCart,36.27,1160
5705,AddToCart,82.32,440
7639,Purchase,64.67,1117
2085,Signup,85.92,228
4951,AddToCart,65.56,1182
7816,Signup,36.85,1437
7897,Signup,74.96,501
5380,Signup,92.09,333
7392,Purchase,78.23,949
5096,Purchase,68.97,878
9741,Signup,19.63,1401
397,Signup,56.48,1373
844,Purchase,94.52,454
2736,Purchase,71.94,1439
3199,Purchase,39.89,824
6258,Signup,89.83,925
4458,Signup,47.89,1101
1204,Purchase,43.0,161
7724,AddToCart,41.9,717
8142,Purchase,75.48,355
3438,Signup,74.17,1374
8703,Purchase,79.85,1163
3093,Signup,6.35,851
7138,Purchase,52.5,1395
1251,Purchase,67.26,988
4945,Signup,56.36,1406
1196,AddToCart,53.23,1089
8243,Signup,18.07,809
3207,Purchase,28.09,458
2825,Signup,33.73,569
6708,Purchase,45.79,1406
5187,AddToCart,18.13,1212
8344,Purchase,9.39,920
6354,Signup,81.47,327
2055,AddToCart,48.64,1336
8196,Signup,62.98,1234
8990,Purchase,47.82,564
1482,AddToCart,73.17,1159
9441,Signup,74.36,491
6785,Signup,9.94,702
5696,Signup,33.19,552
9411,Purchase,91.32,957
170,AddToCart,5.56,573
6090,Purchase,27.02,434
8723,Signup,57.85,1250
6037,AddToCart,64.69,733
3999,Purchase,39.94,1438
5645,AddToCart,38.02,741
3544,Purchase,87.97,1252
2191,AddToCart,7.47,724
8650,Signup,22.74,60
164,Signup,68.41,844
204,Purchase,83.17,433
1512,Signup,25.64,350
878,AddToCart,16.21,1333
1,Signup,62.01,92
3885,Purchase,7.17,447
7568,Signup,15.65,1119
6474,Signup,77.72,690
7743,Purchase,17.19,30
5121,Purchase,96.09,774
4698,Purchase,28.53,582
8614,Purchase,48.29,670
5268,AddToCart,91.45,294
1283,Purchase,71.06,1316
6072,AddToCart,88.76,1232
4449,AddToCart,44.75,917
9434,Signup,68.15,694
2329,Purchase,54.03,686
3626,Signup,82.19,1271
9313,AddToCart,9.47,1162
5259,Purchase,37.88,597
3732,Signup,8.75,494
6807,Signup,47.54,55
2365,Signup,56.41,895
6391,Signup,59.78,1247
3121,Purchase,46.11,1040
6453,Purchase,56.92,495
1234,Signup,93.45,1177
2128,AddToCart,53.5,1397
7419,AddToCart,82.03,228
4842,AddToCart,8.48,1064
2445,AddToCart,79.94,1134
9377,AddToCart,40.04,1149
3964,AddToCart,98.1,725
6218,Signup,83.34,514
5952,Purchase,20.92,764
5092,Signup,49.55,949
4467,Signup,14.17,381
8076,Purchase,52.92,561
4717,Signup,43.18,151
6590,Signup,89.91,394
4766,AddToCart,69.86,280
181,Purchase,45.64,672
9770,Purchase,60.37,921
3541,Signup,37.34,571
7101,Purchase,12.57,306
5448,Signup,10.25,642
3255,AddToCart,15.72,1000
1773,Purchase,45.07,510
5044,AddToCart,97.42,490
1465,Purchase,5.2,983
6257,Purchase,57.7,480
8532,AddToCart,61.34,1165
3369,AddToCart,93.07,733
8968,AddToCart,45.39,787
3386,Purchase,61.12,493
9867,AddToCart,37.04,586
5052,AddToCart,82.73,1064
5410,Signup,21.8,1001
6412,AddToCart,76.76,313
1202,Purchase,72.67,27
8720,AddToCart,30.99,1189
5296,AddToCart,57.8,199
2111,Signup,66.25,8
866,AddToCart,63.57,279
2453,AddToCart,14.37,680
2878,Signup,95.82,19
8863,Signup,33.57,672
3662,AddToCart,11.26,221
201,Purchase,58.29,235
7660,Signup,86.51,761
2717,Purchase,52.8,488
9088,AddToCart,30.37,388
6630,Signup,9.06,567
4411,AddToCart,71.96,1300
3461,Signup,20.89,365
3075,AddToCart,67.15,976
1013,Signup,65.59,1173
6345,AddToCart,7.02,1311
3822,Purchase,25.97,640
1804,Signup,80.15,607
2318,Signup,92.35,903
7676,Signup,62.58,78
6887,Signup,32.96,49
5511,Purchase,55.13,1350
1572,Purchase,56.56,107
3242,Signup,93.28,129
4002,AddToCart,67.32,1202
3605,Purchase,64.4,248
9480,AddToCart,32.15,80
3992,AddToCart,96.93,479
3585,Signup,89.43,511
4915,Purchase,5.67,1228
5606,AddToCart,34.44,525
3599,Signup,71.52,1231
5100,Signup,51.32,73
6167,AddToCart,39.42,36
2957,AddToCart,72.57,214
473,Signup,7.07,1371
7067,Signup,21.07,929
4946,Signup,61.44,363
514,AddToCart,32.43,756
2189,Purchase,82.87,1427
9676,Signup,60.2,635
1069,AddToCart,24.14,446
8739,Purchase,81.29,120
6344,Purchase,30.3,373
3570,AddToCart,65.42,831
4193,Purchase,99.1,560
9559,AddToCart,61.68,1241
7995,Purchase,52.93,519
6923,Signup,72.46,274
5240,AddToCart,12.83,1358
9357,Signup,55.5,1069
3354,Purchase,32.16,87
8946,AddToCart,9.44,843
1116,AddToCart,89.45,395
5603,Signup,47.39,154
8904,Signup,40.58,929
4708,Purchase,37.37,1171
5831,AddToCart,72.16,498
4323,Purchase,55.39,476
2035,AddToCart,53.18,628
9468,Signup,59.1,381
997,AddToCart,23.1,121
294,AddToCart,27.74,897
894,AddToCart,39.79,1055
2790,Purchase,72.44,26
8704,Signup,64.04,507
856,Signup,6.02,1024
1616,Purchase,98.35,522
1855,AddToCart,91.66,31
2271,Signup,19.87,441
4785,Signup,37.71,1162
1014,Purchase,79.77,927
7810,AddToCart,56.01,824
5778,Purchase,31.22,823
1801,Purchase,64.95,780
9402,AddToCart,29.72,760
5387,Signup,94.37,1011
5146,Signup,19.33,911
7754,AddToCart,63.78,657
4362,AddToCart,86.03,856
9942,Signup,71.37,140
2773,Signup,98.52,626
9108,AddToCart,10.4,1238
5186,Signup,39.42,1241
1083,AddToCart,48.23,1394
5339,AddToCart,55.96,1295
1732,AddToCart,32.68,607
2422,AddToCart,19.62,226
6980,Signup,69.06,1268
147,Purchase,80.23,969
459,AddToCart,59.7,120
454,AddToCart,64.53,928
5970,Purchase,9.03,874
6406,AddToCart,77.13,1028
6177,Purchase,7.77,951
727,Signup,74.96,1129
1545,AddToCart,45.2,478
7431,Purchase,26.93,286
4752,AddToCart,26.23,1042
5342,Signup,30.0,726
8027,Purchase,52.39,1078
5890,AddToCart,16.32,584
9398,Purchase,54.35,307
2006,Purchase,65.68,40
7876,Signup,24.42,1250
2290,Purchase,27.54,45
3550,AddToCart,39.52,288
7636,AddToCart,30.62,770
3180,Purchase,18.86,1163
5264,Signup,96.87,834
2393,Signup,54.62,685
2096,AddToCart,28.79,1340
4765,AddToCart,92.86,1363
9568,Purchase,85.03,290
2864,Purchase,87.31,255
4508,Signup,49.59,247
1871,Purchase,53.81,1120
3963,Purchase,26.45,585
7437,AddToCart,23.33,393
2998,AddToCart,12.21,1119
8409,Signup,58.18,206
7455,AddToCart,53.62,229
7956,Purchase,52.79,1337
4706,Purchase,57.37,163
8538,Signup,49.3,227
787,Signup,73.89,914
5429,AddToCart,32.89,125
2023,Purchase,58.94,1385
6580,Purchase,92.03,398
7022,Signup,51.3,781
2847,Signup,84.85,428
6550,Purchase,60.86,134
6509,AddToCart,62.96,876
8469,Purchase,90.44,1253
7323,Purchase,59.32,623
3736,AddToCart,70.71,1355
528,AddToCart,83.76,215
8145,AddToCart,14.11,305
9239,Purchase,23.84,894
6495,Purchase,41.2,360
6869,Purchase,5.14,995
118,AddToCart,57.25,1325
6093,AddToCart,40.87,583
1996,AddToCart,36.29,1173
2888,Signup,10.21,756
7561,Purchase,12.08,1120
5648,AddToCart,92.95,355
6158,Signup,29.27,9
1921,Purchase,44.37,607
9815,Signup,12.67,1307
9226,Signup,9.68,894
5642,Signup,13.91,363
8874,AddToCart,85.77,438
9559,Signup,75.23,455
8945,Signup,54.43,826
4061,Signup,28.59,1267
520,Signup,62.12,658
9883,AddToCart,83.07,239
6507,Purchase,91.78,54
5016,AddToCart,50.79,599
8735,AddToCart,68.77,1243
1215,Purchase,95.86,1002
7602,AddToCart,25.14,1422
1599,Purchase,36.54,456
1655,Purchase,19.31,190
786,Purchase,28.12,1355
2461,Signup,47.25,1272
3337,AddToCart,72.54,726
7282,AddToCart,38.52,505
9565,Purchase,70.33,294
7201,Purchase,84.02,1110
9884,Signup,63.96,287
5894,AddToCart,15.03,386
3414,AddToCart,23.87,840
1049,AddToCart,36.47,288
3947,AddToCart,83.08,1102
8940,Purchase,54.02,430
954,Signup,60.96,265
9993,AddToCart,5.12,752
2393,AddToCart,59.78,711
9952,Purchase,82.2,348
5305,AddToCart,63.29,901
7793,Purchase,98.29,85
554,Purchase,52.87,516
68,Purchase,51.0,881
8425,AddToCart,73.04,137
459,Signup,86.48,1019
9015,Purchase,22.88,1235
3480,Signup,79.64,1306
9762,Signup,69.26,498
2354,AddToCart,79.82,930
5544,Purchase,40.68,1388
5500,AddToCart,64.99,1006
1258,AddToCart,89.88,152
86,AddToCart,94.34,252
7634,AddToCart,86.3,603
7259,AddToCart,41.89,387
7921,Signup,9.23,386
2569,Signup,54.75,1185
185,AddToCart,44.33,522
1996,AddToCart,46.25,24
5730,Signup,82.83,139
3704,Purchase,56.73,1113
7669,Signup,94.42,108
1023,Signup,75.33,1074
8768,AddToCart,91.17,179
232,Purchase,92.88,630
6769,Purchase,21.79,98
3986,Purchase,37.67,592
1767,Signup,5.07,734
9349,AddToCart,24.97,1313
9153,Signup,6.12,271
8736,AddToCart,10.26,643
5945,Purchase,97.47,1396
1780,Signup,36.33,1079
4727,Signup,50.14,300
9670,Purchase,35.68,421
2863,Purchase,81.01,508
8594,Purchase,11.16,16
2539,Purchase,5.61,1063
4274,Purchase,76.02,786
9532,AddToCart,83.78,888
399,Purchase,12.5,1154
6786,Purchase,22.97,482
9485,Signup,14.32,250
6928,Purchase,33.7,96
5888,Signup,99.96,22
3785,AddToCart,33.8,235
152,Purchase,19.41,460
9937,Signup,13.8,599
2543,Purchase,24.4,660
3377,Purchase,89.52,1019
688,AddToCart,29.87,288
3444,AddToCart,79.81,832
2467,AddToCart,17.53,807
2164,Purchase,29.1,1148
2779,Purchase,94.05,617
8574,AddToCart,70.28,799
6901,AddToCart,95.65,267
806,AddToCart,29.05,735
4736,Signup,42.38,607
1006,Signup,53.65,266
2186,Purchase,84.46,1015
3301,Purchase,34.59,148
4241,Purchase,12.07,431
3784,Purchase,26.16,1226
1258,Signup,68.06,1072
1595,AddToCart,45.52,1095
9479,AddToCart,62.51,654
2523,Purchase,21.44,265
1480,AddToCart,62.85,1000
6356,AddToCart,8.84,1125
7470,Signup,10.41,378
7871,Signup,89.81,831
4495,Purchase,55.87,238
9624,Signup,38.61,161
4201,AddToCart,95.19,80
2827,Signup,61.42,36
1684,Signup,47.93,753
3443,AddToCart,53.94,1127
4771,Signup,60.43,934
5957,Purchase,32.13,620
4001,Purchase,67.3,434
4592,Purchase,12.65,1194
9475,Purchase,99.38,647
4410,Signup,13.46,215
499,AddToCart,93.86,417
3378,Signup,92.31,1154
7866,Signup,47.68,1151
1284,Signup,76.33,738
6358,AddToCart,59.59,1150
44,Signup,66.79,1081
3708,Purchase,74.71,706
4469,Signup,80.88,1389
3818,AddToCart,34.14,205
4524,Signup,52.87,284
7654,Signup,48.64,828
5034,AddToCart,29.2,246
1349,Signup,80.89,313
9638,AddToCart,15.93,906
5263,Purchase,95.45,815
6761,AddToCart,66.22,1332
3440,Purchase,15.97,872
3971,AddToCart,27.46,590
3267,Purchase,58.92,1372
8266,Purchase,96.21,663
9553,Signup,15.57,1363
9367,Purchase,28.27,155
1934,Signup,35.09,1338
4890,Signup,92.05,890
7777,AddToCart,16.38,1414
3132,Signup,62.38,661
4829,AddToCart,82.15,835
6772,Signup,87.89,1119
4536,Purchase,61.57,1091
2851,Purchase,96.35,82
7253,AddToCart,61.74,310
5584,Purchase,92.25,1258
240,Purchase,14.18,678
8171,Signup,92.37,856
2520,Purchase,28.97,255
4923,Signup,57.19,1245
8201,AddToCart,93.06,770
538,AddToCart,64.11,949
6763,Signup,19.37,387
5116,Purchase,61.83,748
652,Signup,60.95,1170
2548,Purchase,53.28,227
805,Signup,74.49,199
1092,Signup,20.6,715
2560,AddToCart,63.37,777
8798,Signup,13.05,437
7244,AddToCart,17.05,1345
1242,Purchase,72.5,453
697,Purchase,35.23,1269
8240,Purchase,54.42,1136
